"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D"," +EI TIC Scan 001-CoTXSS1.D "
"D:\temp\HonghaoSu\October-2022\001-CoTXSS1.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"9" ,3.708,3.725,3.753,90953.03,154669.73,2.24,3.12,0.23,0.044,0.030,224368.00,221874.09,3.700,3.717,3.750,3.758,222948.89,221874.09,1.58,313501.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"10" ,3.783,3.799,3.832,542678.77,477419.68,6.91,18.65,0.70,0.049,0.012,228443.00,219968.15,3.750,3.758,3.866,3.882,221145.15,219968.15,1.08,763423.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"11" ,3.953,3.982,4.056,2074480.07,2621611.12,37.92,71.27,3.86,0.103,0.016,217026.08,218263.00,3.866,3.882,4.040,4.056,217026.08,214531.20,2.77,2290815.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"12" ,4.056,4.089,4.129,286905.64,493608.98,7.14,9.86,0.73,0.073,0.027,218263.00,212772.62,4.040,4.056,4.139,4.147,214531.20,212772.62,1.07,500635.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"13" ,4.152,4.172,4.197,529092.84,561316.01,8.12,18.18,0.83,0.045,0.017,212210.07,225034.00,4.139,4.147,4.189,4.214,212210.07,211124.19,0.98,740818.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"14" ,4.214,4.230,4.262,466011.13,439710.92,6.36,16.01,0.65,0.048,0.015,229663.00,207871.62,4.189,4.214,4.296,4.313,208753.96,207871.62,1.18,674461.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"15" ,4.318,4.363,4.383,84308.12,172712.37,2.50,2.90,0.25,0.064,0.033,208463.78,208527.86,4.296,4.313,4.387,4.396,208463.78,208527.86,0.41,292816.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"16" ,4.529,4.545,4.570,182432.62,152421.64,2.20,6.27,0.22,0.041,0.014,208673.35,209204.00,4.520,4.528,4.578,4.603,208673.35,208714.12,1.17,391122.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"17" ,4.637,4.669,4.691,825017.77,758475.85,10.97,28.35,1.12,0.053,0.014,210618.91,211694.21,4.628,4.636,4.694,4.744,210618.91,211694.21,1.07,1036276.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"18" ,4.745,4.760,4.826,273116.00,473158.18,6.84,9.38,0.70,0.082,0.024,214169.07,231056.00,4.694,4.744,4.810,4.826,214169.07,215239.96,4.65,487486.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"19" ,4.860,4.884,4.917,2049190.62,2787448.70,40.32,70.41,4.10,0.058,0.019,275800.00,390137.00,4.810,4.826,4.909,4.926,215675.06,216436.25,1.27,2265192.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"20" ,4.917,4.942,4.997,336686.43,630980.74,9.13,11.57,0.93,0.080,0.046,390137.00,217485.64,4.909,4.926,5.017,5.083,216436.25,217485.64,0.69,553449.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"21" ,5.090,5.108,5.148,1301899.24,1232333.02,17.83,44.73,1.81,0.058,0.014,217974.70,218166.39,5.017,5.083,5.158,5.182,217974.70,218166.39,1.03,1519934.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"22" ,5.257,5.282,5.323,117833.45,254906.91,3.69,4.05,0.37,0.066,0.043,182697.00,208584.00,5.224,5.257,5.332,5.348,182697.00,208584.00,2.66,310234.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"23" ,5.442,5.456,5.492,310636.21,344631.81,4.98,10.67,0.51,0.050,0.017,218880.51,219575.52,5.390,5.406,5.489,5.514,218880.51,219575.52,2.55,529706.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"24" ,5.503,5.539,5.555,1906606.60,1998481.42,28.91,65.51,2.94,0.052,0.017,219736.61,238926.00,5.489,5.514,5.555,5.563,219736.61,220462.29,0.68,2126837.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"25" ,5.588,5.638,5.713,2910539.33,6913478.22,100.00,100.00,10.17,0.124,0.027,258732.00,543071.00,5.555,5.563,5.704,5.713,220926.53,222667.22,1.80,3132162.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"26" ,5.713,5.729,5.762,1664496.89,1936394.08,28.01,57.19,2.85,0.050,0.017,543071.00,335627.00,5.704,5.713,5.762,5.779,222667.22,223363.35,1.00,1887396.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"27" ,5.787,5.804,5.820,341382.34,403813.74,5.84,11.73,0.59,0.033,0.019,325943.00,277416.00,5.762,5.779,5.820,5.828,223711.54,224175.55,0.60,565326.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"28" ,5.820,5.837,5.928,137499.33,457655.51,6.62,4.72,0.67,0.108,0.025,277416.00,266262.00,5.820,5.828,5.853,5.895,224175.55,225684.11,3.50,361907.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"29" ,5.928,5.953,6.011,2070392.71,2247126.33,32.50,71.13,3.30,0.083,0.015,266262.00,247683.00,5.853,5.895,6.052,6.085,225684.11,226844.49,1.04,2296425.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"30" ,6.069,6.102,6.150,136376.07,237422.56,3.43,4.69,0.35,0.081,0.025,238955.00,228794.79,6.052,6.085,6.127,6.176,227656.92,228794.79,2.75,364497.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"31" ,6.154,6.209,6.225,137390.38,215051.63,3.11,4.72,0.32,0.070,0.032,226872.05,227865.49,6.127,6.176,6.226,6.234,226872.05,227865.49,0.41,365040.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"32" ,6.317,6.359,6.413,1659927.48,1875420.66,27.13,57.03,2.76,0.096,0.016,241713.00,226115.23,6.259,6.301,6.416,6.441,225642.87,226115.23,0.95,1885774.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"33" ,6.474,6.499,6.565,240181.87,552340.17,7.99,8.25,0.81,0.091,0.046,230913.00,226862.72,6.466,6.474,6.566,6.574,226416.89,226862.72,2.82,466721.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"34" ,6.575,6.624,6.682,1909740.84,2541106.46,36.76,65.61,3.74,0.107,0.019,226910.17,244686.00,6.566,6.574,6.673,6.731,226910.17,227435.38,0.62,2136891.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"35" ,6.723,6.756,6.795,834195.19,972588.25,14.07,28.66,1.43,0.072,0.018,230424.00,222503.87,6.673,6.731,6.806,6.831,223354.70,222503.87,0.68,1057157.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"36" ,6.881,6.897,6.930,135441.13,172413.33,2.49,4.65,0.25,0.049,0.023,220119.12,222608.00,6.872,6.880,6.955,6.980,220119.12,219134.63,2.05,355248.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"37" ,6.983,7.029,7.054,724505.90,946500.70,13.69,24.89,1.39,0.071,0.020,221189.43,234747.00,6.955,6.980,7.046,7.062,221189.43,219601.32,0.65,944664.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"38" ,7.054,7.079,7.137,1097812.09,1772871.81,25.64,37.72,2.61,0.083,0.019,234747.00,232003.00,7.046,7.062,7.129,7.137,219601.32,217745.76,3.26,1316857.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"39" ,7.137,7.170,7.225,805887.24,1415071.10,20.47,27.69,2.08,0.088,0.028,232003.00,215772.05,7.129,7.137,7.261,7.294,217745.76,215772.05,0.79,1022891.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"40" ,7.300,7.319,7.410,190508.55,474154.77,6.86,6.55,0.70,0.110,0.026,214093.40,213764.00,7.261,7.294,7.402,7.419,214093.40,211622.30,5.37,404172.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"41" ,7.410,7.452,7.468,290880.29,441181.53,6.38,9.99,0.65,0.058,0.022,213764.00,306742.00,7.402,7.419,7.460,7.468,211622.30,210323.52,0.56,501575.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"42" ,7.468,7.477,7.518,188713.07,314724.41,4.55,6.48,0.46,0.049,0.038,306742.00,209220.21,7.460,7.468,7.518,7.526,210323.52,209220.21,2.17,398851.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"43" ,7.529,7.551,7.581,118414.04,134149.33,1.94,4.07,0.20,0.052,0.019,208966.06,207805.60,7.518,7.526,7.568,7.584,208966.06,207805.60,0.87,326882.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"44" ,7.585,7.617,7.669,436625.41,619534.64,8.96,15.00,0.91,0.085,0.021,207714.56,205820.11,7.568,7.584,7.675,7.700,207714.56,205820.11,0.89,643609.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"45" ,7.754,7.783,7.844,133030.53,279904.85,4.05,4.57,0.41,0.090,0.031,208256.51,206528.88,7.675,7.700,7.849,7.882,208256.51,206528.88,1.38,340731.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"46" ,8.034,8.048,8.073,150510.42,170633.98,2.47,5.17,0.25,0.039,0.019,202890.73,203908.00,7.990,8.031,8.073,8.081,202890.73,202144.57,1.75,353131.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"47" ,8.073,8.106,8.151,376889.53,573305.49,8.29,12.95,0.84,0.079,0.023,203908.00,200637.74,8.073,8.081,8.147,8.156,202144.57,200637.74,1.61,578399.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"48" ,8.257,8.288,8.352,560579.97,912403.41,13.20,19.26,1.34,0.095,0.024,198618.51,196798.98,8.238,8.255,8.388,8.404,198618.51,196798.98,1.19,758597.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"49" ,8.410,8.437,8.468,254937.99,391834.47,5.67,8.76,0.58,0.058,0.023,192751.63,191146.23,8.388,8.404,8.512,8.528,192751.63,191146.23,1.18,446933.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"50" ,8.579,8.644,8.696,416620.23,784822.31,11.35,14.31,1.15,0.117,0.025,188088.38,184845.80,8.553,8.578,8.711,8.752,188088.38,184845.80,0.43,602898.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"51" ,8.810,8.835,8.882,71183.71,154730.78,2.24,2.45,0.23,0.072,0.034,186411.23,184769.32,8.711,8.752,8.884,8.926,186411.23,184769.32,1.89,257037.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"52" ,8.927,8.959,9.047,772467.05,1277691.19,18.48,26.54,1.88,0.120,0.024,185245.92,183028.85,8.884,8.926,9.034,9.058,185245.92,183028.85,0.89,957117.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"53" ,9.054,9.083,9.132,432212.52,689590.04,9.97,14.85,1.01,0.078,0.025,182101.47,180973.54,9.034,9.058,9.116,9.133,182101.47,180973.54,1.35,613890.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"54" ,9.133,9.183,9.216,123093.69,307538.64,4.45,4.23,0.45,0.083,0.047,180960.31,189920.00,9.116,9.133,9.207,9.216,180960.31,179767.85,0.69,303339.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"55" ,9.216,9.241,9.276,232472.01,405217.92,5.86,7.99,0.60,0.061,0.028,189920.00,178893.28,9.207,9.216,9.290,9.357,179767.85,178893.28,1.40,411882.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"56" ,9.365,9.406,9.544,118644.76,611319.97,8.84,4.08,0.90,0.179,0.078,175736.31,174310.17,9.290,9.357,9.530,9.564,175736.31,174310.17,3.24,294052.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"57" ,9.605,9.655,9.754,321975.86,687109.72,9.94,11.06,1.01,0.149,0.029,174180.00,172876.00,9.597,9.613,9.746,9.837,173823.21,172635.12,1.01,495403.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"58" ,9.829,9.911,9.985,350566.85,1044483.14,15.11,12.04,1.54,0.157,0.036,172777.00,170792.65,9.746,9.837,9.978,10.036,172041.14,170792.65,0.82,521948.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"59" ,10.085,10.152,10.251,533674.19,1468843.36,21.25,18.34,2.16,0.166,0.036,174858.00,171410.00,9.978,10.036,10.243,10.284,169773.51,168356.68,1.36,702881.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"60" ,10.286,10.325,10.383,68254.85,216084.64,3.13,2.35,0.32,0.098,0.053,170377.14,174213.00,10.243,10.284,10.375,10.392,170377.14,169352.73,1.50,238214.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"61" ,10.383,10.441,10.502,158560.52,444410.95,6.43,5.45,0.65,0.118,0.046,174213.00,168117.00,10.375,10.392,10.491,10.533,169352.73,168117.00,0.77,327307.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"62" ,10.534,10.566,10.599,53987.82,105162.60,1.52,1.85,0.15,0.065,0.031,167782.97,176401.00,10.491,10.533,10.582,10.607,167782.97,167100.82,1.48,221435.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"63" ,10.599,10.632,10.685,92098.70,211769.68,3.06,3.16,0.31,0.086,0.036,176401.00,166200.55,10.582,10.607,10.690,10.822,167100.82,166200.55,0.85,258853.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"64" ,10.831,10.864,10.999,75895.01,368191.11,5.33,2.61,0.54,0.169,0.063,170435.06,169999.87,10.690,10.822,10.996,11.079,170435.06,169999.87,4.66,246245.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"65" ,11.074,11.121,11.145,110591.37,248006.91,3.59,3.80,0.36,0.071,0.047,167768.80,232497.00,10.996,11.079,11.145,11.154,167768.80,168195.99,1.01,278638.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"66" ,11.145,11.170,11.195,125798.65,294057.69,4.25,4.32,0.43,0.050,0.050,232497.00,266018.00,11.145,11.154,11.187,11.195,168195.99,168494.72,1.00,294144.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"67" ,11.195,11.228,11.272,280640.23,675109.26,9.77,9.64,0.99,0.077,0.039,266018.00,168957.54,11.187,11.195,11.278,11.336,168494.72,168957.54,0.76,449334.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"68" ,11.394,11.477,11.523,610956.72,1608195.73,23.26,20.99,2.36,0.129,0.037,182338.00,170760.88,11.278,11.336,11.526,11.626,170078.45,170760.88,0.48,781473.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"69" ,11.609,11.667,11.772,60967.46,305877.91,4.42,2.09,0.45,0.163,0.083,163684.00,166680.13,11.526,11.626,11.758,11.874,163374.16,166680.13,2.23,225515.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"70" ,11.870,11.949,12.007,183036.24,574651.09,8.31,6.29,0.85,0.137,0.041,168681.92,193953.00,11.758,11.874,11.990,12.015,168681.92,170454.78,1.08,352738.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"71" ,12.007,12.090,12.139,341462.68,1008572.89,14.59,11.73,1.48,0.133,0.038,193953.00,192271.00,11.990,12.015,12.131,12.230,170454.78,172175.56,0.51,512993.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"72" ,12.139,12.280,12.355,69144.09,488773.66,7.07,2.38,0.72,0.215,0.100,192271.00,203506.00,12.131,12.230,12.313,12.371,172175.56,174972.09,0.61,243148.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"73" ,12.355,12.388,12.421,63650.83,176301.64,2.55,2.19,0.26,0.066,0.052,203506.00,203784.00,12.313,12.371,12.413,12.429,174972.09,175832.47,0.56,239053.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"74" ,12.421,12.479,12.562,506122.71,1608979.41,23.27,17.39,2.37,0.141,0.042,203784.00,249143.00,12.413,12.429,12.520,12.578,175832.47,177660.82,2.38,682708.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"75" ,12.562,12.595,12.735,102354.87,395302.94,5.72,3.52,0.58,0.174,0.102,249143.00,182521.00,12.520,12.578,12.653,12.818,177660.82,179919.47,1.13,280446.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"76" ,12.769,12.992,13.075,82011.12,640810.00,9.27,2.82,0.94,0.306,0.206,182222.00,211775.00,12.653,12.818,13.017,13.092,180349.78,184329.42,0.51,265265.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"77" ,13.075,13.125,13.166,122386.35,385409.74,5.57,4.20,0.57,0.091,0.048,211775.00,216639.00,13.017,13.092,13.158,13.183,184329.42,185512.53,0.54,307361.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"78" ,13.166,13.224,13.274,164359.66,496388.70,7.18,5.65,0.73,0.108,0.046,216639.00,188939.00,13.158,13.183,13.274,13.365,185512.53,186910.58,0.53,350625.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"79" ,13.423,13.497,13.589,1952254.00,5459263.37,78.97,67.08,8.03,0.166,0.041,226962.00,225191.00,13.274,13.365,13.572,13.605,178508.68,205638.87,1.20,2142971.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"80" ,13.589,13.613,13.645,44194.78,95335.07,1.38,1.52,0.14,0.057,0.038,225191.00,214965.19,13.572,13.605,13.655,13.713,205638.87,214965.19,0.79,253904.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"81" ,13.771,13.820,13.839,32717.42,78828.06,1.14,1.12,0.12,0.069,0.035,242594.00,246740.51,13.655,13.713,13.936,14.019,235482.62,246740.51,0.50,276338.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"82" ,14.235,14.276,14.301,63950.44,121168.70,1.75,2.20,0.18,0.066,0.030,208657.00,233148.00,13.936,14.019,14.301,14.326,208657.00,233148.00,1.08,287912.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"83" ,15.220,15.311,15.344,290422.30,872417.40,12.62,9.98,1.28,0.124,0.057,617435.00,773519.00,14.384,14.541,15.328,15.353,590442.72,624829.30,0.66,906084.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\043-Co6-3.D" ,"84" ,15.344,15.377,15.435,246842.48,1213937.22,17.56,8.48,1.79,0.091,0.149,773519.00,864340.00,15.328,15.353,15.394,15.477,624829.30,650048.28,2.00,880844.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\044-Co6-4.D"," +EI TIC Scan 044-Co6-4.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D"," +EI TIC Scan 044-Co6-4.d "
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"1" ,3.139,3.170,3.203,93028.68,121424.85,1.25,2.19,0.14,0.064,0.018,264409.52,263303.77,3.112,3.137,3.195,3.228,264409.52,263303.77,1.08,356907.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"2" ,3.253,3.269,3.302,311214.29,322789.13,3.32,7.31,0.38,0.049,0.016,283565.00,261584.83,3.253,3.261,3.303,3.369,262442.02,261584.83,2.31,573369.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"3" ,3.369,3.385,3.402,386581.28,260423.06,2.68,9.08,0.31,0.033,0.014,262237.45,259948.15,3.303,3.369,3.427,3.435,262237.45,259948.15,0.75,647672.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"4" ,3.544,3.559,3.592,442418.46,456688.20,4.69,10.39,0.54,0.048,0.017,257390.87,264969.00,3.534,3.543,3.584,3.601,257390.87,256553.19,1.83,699546.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"5" ,3.592,3.626,3.659,323341.44,481268.22,4.95,7.60,0.57,0.066,0.019,264969.00,273595.00,3.584,3.601,3.650,3.667,256553.19,255403.93,0.85,579320.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"6" ,3.783,3.799,3.830,792408.69,669303.73,6.88,18.62,0.79,0.047,0.012,254548.00,252440.21,3.750,3.758,3.866,3.882,253249.63,252440.21,1.00,1045371.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"7" ,3.955,3.982,4.056,2516387.59,3277732.00,33.70,59.12,3.89,0.101,0.016,250266.17,254905.00,3.907,3.948,4.040,4.056,250266.17,248509.77,2.74,2766190.00,,,  ,95.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"8" ,4.056,4.089,4.123,360023.86,640311.13,6.58,8.46,0.76,0.067,0.028,254905.00,247346.64,4.040,4.056,4.131,4.147,248509.77,247346.64,0.84,607959.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"9" ,4.153,4.172,4.212,668271.15,703863.26,7.24,15.70,0.84,0.059,0.017,246827.65,245803.89,4.131,4.147,4.197,4.214,246827.65,245803.89,0.94,914770.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"10" ,4.214,4.230,4.283,664166.47,602806.24,6.20,15.60,0.72,0.069,0.014,245778.61,244580.54,4.197,4.214,4.288,4.313,245778.61,244580.54,1.29,909660.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"11" ,4.338,4.363,4.381,112035.35,171842.43,1.77,2.63,0.20,0.044,0.029,244777.00,239479.75,4.288,4.313,4.387,4.396,240416.64,239479.75,0.68,351917.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"12" ,4.475,4.487,4.518,107993.92,102773.92,1.06,2.54,0.12,0.043,0.012,237454.95,236527.75,4.462,4.470,4.520,4.528,237454.95,236527.75,2.87,345201.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"13" ,4.530,4.545,4.561,233679.46,151609.81,1.56,5.49,0.18,0.031,0.012,247658.51,246354.22,4.520,4.528,4.578,4.594,247658.51,246354.22,1.10,480710.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"14" ,4.640,4.669,4.689,1081126.84,942929.11,9.69,25.40,1.12,0.050,0.013,245200.43,245050.14,4.628,4.636,4.727,4.727,245200.43,245050.14,1.15,1326238.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"15" ,4.745,4.760,4.826,289042.50,617497.93,6.35,6.79,0.73,0.081,0.032,248726.10,270188.00,4.727,4.727,4.818,4.826,248726.10,251576.52,4.77,538294.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\044-Co6-4.D" ,"16" ,4.859,4.884,4.917,2540551.68,3364449.24,34.59,59.69,3.99,0.058,0.019,326646.00,479590.00,4.818,4.826,4.909,4.934,252738.44,254772.83,1.42,2794162.00,,,  ,117.1,,,,,,,,,,,
