"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D"," +EI TIC Scan 00-Blank-3.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\00-Blank-3.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"61" ,9.820,9.911,10.019,664392.06,2050505.76,17.50,12.58,1.70,0.199,0.035,198794.00,198026.00,9.754,9.829,10.019,10.044,190410.91,189540.40,0.83,854404.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"62" ,10.077,10.152,10.267,724833.35,2420355.07,20.65,13.72,2.01,0.190,0.042,210348.00,204106.00,10.019,10.044,10.243,10.284,189331.34,188762.20,1.44,913942.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"63" ,10.276,10.325,10.392,189928.00,666172.25,5.68,3.60,0.55,0.116,0.054,201642.00,216773.00,10.243,10.284,10.375,10.392,188737.50,188391.05,1.65,378517.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"64" ,10.392,10.441,10.516,360729.44,1038167.98,8.86,6.83,0.86,0.124,0.045,216773.00,190673.00,10.375,10.392,10.499,10.541,188391.05,188019.86,0.84,548972.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"65" ,10.533,10.566,10.599,76759.59,173762.14,1.48,1.45,0.14,0.066,0.037,189090.00,212143.00,10.499,10.541,10.582,10.607,187970.36,187772.41,1.39,264631.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"66" ,10.599,10.640,10.688,208536.29,498446.64,4.25,3.95,0.41,0.089,0.036,212143.00,187505.89,10.582,10.607,10.706,10.822,187772.41,187505.89,0.57,396185.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"67" ,10.832,10.872,11.013,167254.81,823285.63,7.02,3.17,0.68,0.181,0.070,187304.23,186854.30,10.706,10.822,10.996,11.079,187304.23,186854.30,3.45,354459.00,,,  ,71.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"68" ,11.073,11.129,11.154,238805.11,571477.45,4.88,4.52,0.47,0.080,0.042,186702.82,296291.00,10.996,11.079,11.145,11.162,186702.82,186503.01,0.80,425370.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"69" ,11.154,11.228,11.279,504682.59,1551070.40,13.24,9.55,1.29,0.126,0.039,296291.00,186190.07,11.145,11.162,11.278,11.328,186503.01,186190.07,0.40,691000.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"70" ,11.394,11.477,11.539,1133219.27,3094353.64,26.40,21.45,2.57,0.145,0.036,232322.00,185542.72,11.278,11.328,11.535,11.617,185904.96,185542.72,0.48,1318918.00,,,  ,83.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"71" ,11.619,11.675,11.783,135830.23,618429.04,5.28,2.57,0.51,0.164,0.071,188301.66,190353.00,11.535,11.617,11.816,11.874,188301.66,188342.95,2.09,324146.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"72" ,11.883,11.949,12.013,425542.32,1118934.21,9.55,8.06,0.93,0.130,0.039,200321.26,201762.47,11.816,11.874,11.998,12.032,200321.26,201762.47,0.86,626591.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"73" ,12.025,12.089,12.135,588217.49,1382638.61,11.80,11.14,1.15,0.110,0.037,201897.60,203118.16,11.998,12.032,12.139,12.247,201897.60,203118.16,0.89,790832.00,,,  ,129.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"74" ,12.235,12.288,12.339,92649.85,264524.29,2.26,1.75,0.22,0.104,0.046,187062.78,186629.70,12.139,12.247,12.338,12.371,187062.78,186629.70,1.11,279490.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"75" ,12.354,12.396,12.429,140806.35,528717.33,4.51,2.67,0.44,0.075,0.091,175967.00,185222.00,12.338,12.371,12.412,12.429,75106.91,87500.28,0.57,222800.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"76" ,12.429,12.479,12.562,813478.63,2865263.98,24.45,15.40,2.38,0.133,0.044,185222.00,286604.00,12.412,12.429,12.537,12.570,87500.28,109535.09,1.38,909243.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"77" ,12.562,12.603,12.711,235990.17,1152854.51,9.84,4.47,0.96,0.149,0.097,286604.00,180210.00,12.537,12.570,12.661,12.777,109535.09,134321.83,2.62,352412.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"78" ,12.711,12.851,12.901,107838.02,705973.59,6.02,2.04,0.59,0.190,0.122,180210.00,205782.00,12.661,12.777,12.885,12.959,134321.83,165995.31,0.57,265572.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"79" ,12.901,12.992,13.017,101524.63,393141.46,3.35,1.92,0.33,0.116,0.064,205782.00,236777.00,12.885,12.959,13.009,13.034,165995.31,185275.42,0.38,282668.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"80" ,13.017,13.042,13.075,74892.53,202828.37,1.73,1.42,0.17,0.058,0.083,236777.00,231868.00,13.009,13.034,13.067,13.092,185275.42,194914.09,1.50,264300.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"81" ,13.075,13.125,13.166,115759.82,406389.30,3.47,2.19,0.34,0.091,0.058,231868.00,253322.00,13.067,13.092,13.158,13.183,194914.09,210062.16,1.00,318938.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"82" ,13.166,13.199,13.249,76318.45,257104.02,2.19,1.44,0.21,0.083,0.068,253322.00,223927.73,13.158,13.183,13.274,13.365,210062.16,223927.73,1.23,291890.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"83" ,13.384,13.406,13.431,67055.27,123195.30,1.05,1.27,0.10,0.047,0.037,246274.58,281608.00,13.274,13.365,13.423,13.439,246274.58,254129.01,1.66,317055.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"84" ,13.431,13.506,13.582,2972665.63,8442679.62,72.04,56.28,7.01,0.151,0.042,281608.00,279283.20,13.423,13.439,13.580,13.597,254129.01,279283.20,1.05,3239188.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"85" ,13.593,13.622,13.642,107471.51,178897.36,1.53,2.03,0.15,0.049,0.029,280991.84,289189.25,13.580,13.597,13.663,13.713,280991.84,289189.25,0.79,393274.00,,,  ,169.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"86" ,13.688,13.812,13.932,71734.09,525322.70,4.48,1.36,0.44,0.244,0.117,197369.00,199602.70,13.663,13.713,13.928,14.019,192705.78,199602.70,1.15,267950.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"87" ,14.335,14.367,14.425,65899.76,207475.80,1.77,1.25,0.17,0.090,0.060,257658.97,277087.00,14.301,14.326,14.425,14.541,257658.97,272455.87,2.48,328862.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"88" ,14.905,14.947,15.005,91416.89,301833.30,2.58,1.73,0.25,0.099,0.072,403882.00,458875.00,14.425,14.541,14.988,15.063,398204.79,458875.00,3.93,514895.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"89" ,15.289,15.311,15.344,341630.28,556094.48,4.75,6.47,0.46,0.055,0.026,649599.43,730485.00,15.129,15.195,15.336,15.353,649599.43,670890.02,2.34,999729.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\049-Co7-1.D" ,"90" ,15.344,15.369,15.410,148509.51,423349.56,3.61,2.81,0.35,0.066,0.101,730485.00,771625.00,15.336,15.353,15.386,15.452,670890.02,696466.18,2.50,828993.00,,,  ,207.1,,,,,,,,,,,

"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D"," +EI TIC Scan 050-Co7-2.d "
"No integration results available"
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D"," +EI TIC Scan 050-Co7-2.d "
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"1" ,3.150,3.170,3.184,208454.05,206627.60,1.30,2.99,0.17,0.034,0.017,311885.62,310844.90,3.112,3.145,3.187,3.228,311885.62,310844.90,0.58,519722.00,,,  ,207.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"2" ,3.314,3.336,3.354,656981.16,582484.56,3.67,9.43,0.47,0.040,0.014,306805.96,305553.04,3.303,3.311,3.361,3.369,306805.96,305553.04,0.81,963104.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"3" ,3.370,3.385,3.401,542210.48,355774.95,2.24,7.78,0.29,0.031,0.013,305070.82,304102.55,3.361,3.369,3.427,3.435,305070.82,304102.55,0.80,846790.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"4" ,3.544,3.559,3.592,578947.90,594380.74,3.75,8.31,0.48,0.048,0.017,299645.08,299386.00,3.510,3.543,3.584,3.592,299645.08,298147.87,1.86,878125.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"5" ,3.592,3.626,3.667,432721.36,695452.56,4.38,6.21,0.56,0.075,0.019,299386.00,346875.00,3.584,3.592,3.650,3.667,298147.87,295832.62,1.45,729840.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"6" ,3.667,3.684,3.708,171810.99,274800.36,1.73,2.47,0.22,0.041,0.027,346875.00,312019.00,3.650,3.667,3.700,3.717,295832.62,294546.09,0.75,467129.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"7" ,3.708,3.725,3.748,224347.53,300481.45,1.89,3.22,0.24,0.040,0.023,312019.00,293306.80,3.700,3.717,3.750,3.758,294546.09,293306.80,1.32,518379.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"8" ,3.783,3.800,3.834,1083109.77,957011.89,6.03,15.55,0.77,0.051,0.012,311968.00,290658.82,3.750,3.758,3.849,3.874,292230.84,290658.82,0.97,1374826.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"9" ,3.949,3.982,4.056,3494599.50,4792800.24,30.20,50.17,3.87,0.108,0.016,399166.00,287386.00,3.915,3.932,4.040,4.056,287085.73,283741.26,2.95,3780656.00,,,  ,68.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"10" ,4.056,4.089,4.106,544567.97,877565.02,5.53,7.82,0.71,0.050,0.028,287386.00,391898.00,4.040,4.056,4.098,4.106,283741.26,282197.93,0.54,827280.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"11" ,4.106,4.122,4.137,298606.68,333533.76,2.10,4.29,0.27,0.031,0.020,391898.00,281219.91,4.098,4.106,4.139,4.147,282197.93,281219.91,0.40,580290.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"12" ,4.153,4.172,4.195,879991.53,900698.76,5.68,12.63,0.73,0.042,0.017,280749.51,279445.67,4.139,4.147,4.197,4.214,280749.51,279445.67,0.96,1160131.00,,,  ,82.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"13" ,4.214,4.230,4.283,887683.16,858537.62,5.41,12.74,0.69,0.069,0.014,282192.00,276699.10,4.197,4.214,4.296,4.313,278853.46,276699.10,1.33,1166022.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"14" ,4.316,4.346,4.429,175736.33,558577.76,3.52,2.52,0.45,0.113,0.049,276746.59,273991.00,4.296,4.313,4.462,4.470,276746.59,271826.23,1.78,451184.00,,,  ,204.2,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"15" ,4.528,4.545,4.565,325832.95,281506.75,1.77,4.68,0.23,0.037,0.013,269572.00,265316.72,4.520,4.528,4.578,4.603,267183.21,265316.72,1.05,592175.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"16" ,4.640,4.669,4.691,1450430.42,1327915.42,8.37,20.82,1.07,0.052,0.014,272331.68,270157.45,4.628,4.636,4.694,4.711,272331.68,270157.45,1.14,1721526.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"17" ,4.744,4.777,4.826,424782.49,897909.26,5.66,6.10,0.72,0.082,0.024,270714.71,351433.00,4.694,4.711,4.818,4.826,270714.71,271587.10,1.74,695841.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"18" ,4.860,4.884,4.918,3761651.00,5196970.48,32.75,54.00,4.19,0.058,0.019,420236.00,665977.00,4.818,4.826,4.909,4.926,271939.61,272556.33,2.06,4033855.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"19" ,4.918,4.942,5.010,721277.28,1504870.57,9.48,10.35,1.21,0.093,0.046,665977.00,273544.01,4.909,4.926,5.067,5.083,272556.33,273544.01,0.75,994098.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"20" ,5.086,5.108,5.154,1723125.00,1706178.05,10.75,24.74,1.38,0.068,0.014,269891.69,270161.63,5.067,5.083,5.174,5.183,269891.69,270161.63,1.03,1993105.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"21" ,5.262,5.282,5.336,183658.90,383248.22,2.42,2.64,0.31,0.073,0.041,273801.93,274865.53,5.232,5.257,5.332,5.348,273801.93,274865.53,2.20,457743.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"22" ,5.441,5.456,5.496,645487.34,687971.90,4.34,9.27,0.55,0.054,0.017,273939.56,275220.22,5.398,5.406,5.489,5.514,273939.56,275220.22,2.28,919769.00,,,  ,143.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"23" ,5.499,5.539,5.555,2344338.89,2510258.10,15.82,33.66,2.03,0.057,0.017,275285.98,319329.00,5.489,5.514,5.555,5.564,275285.98,276618.68,0.72,2620568.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"24" ,5.588,5.638,5.713,6965614.87,15869206.09,100.00,100.00,12.80,0.124,0.026,380045.00,904933.00,5.555,5.564,5.704,5.713,277397.82,280318.80,1.55,7244181.00,,,  ,75.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"25" ,5.713,5.729,5.771,2697278.63,3396670.81,21.40,38.72,2.74,0.058,0.017,904933.00,496786.00,5.704,5.713,5.762,5.779,280318.80,281682.29,1.19,2977987.00,,,  ,117.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"26" ,5.787,5.804,5.820,657062.97,777423.07,4.90,9.43,0.63,0.033,0.020,496358.00,371053.00,5.762,5.779,5.820,5.829,282071.86,282850.60,0.60,939524.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"27" ,5.820,5.837,5.878,205868.83,431271.29,2.72,2.96,0.35,0.058,0.065,371053.00,365770.00,5.820,5.829,5.853,5.895,282850.60,284214.09,3.50,489109.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"28" ,5.878,5.911,5.928,264272.16,438011.04,2.76,3.79,0.35,0.050,0.022,365770.00,361829.00,5.853,5.895,5.920,5.936,284214.09,285382.40,0.43,549265.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"29" ,5.928,5.953,6.011,2665709.24,2827572.66,17.82,38.27,2.28,0.083,0.014,361829.00,312381.00,5.920,5.936,6.052,6.085,285382.40,287329.85,1.06,2951676.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"30" ,6.085,6.102,6.152,274636.91,458354.15,2.89,3.94,0.37,0.066,0.024,301137.00,291623.00,6.052,6.085,6.152,6.176,289082.52,290640.79,2.99,564109.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"31" ,6.152,6.210,6.224,203633.11,328725.35,2.07,2.92,0.27,0.072,0.032,291623.00,292343.06,6.152,6.176,6.226,6.234,290640.79,292343.06,0.38,495637.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"32" ,6.317,6.359,6.409,2512117.88,2683947.53,16.91,36.06,2.17,0.092,0.015,318519.00,285571.62,6.259,6.301,6.417,6.441,284702.56,285571.62,0.93,2797212.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"33" ,6.475,6.499,6.567,363436.19,825299.35,5.20,5.22,0.67,0.093,0.027,286192.53,287067.90,6.417,6.441,6.566,6.574,286192.53,287067.90,3.31,649862.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"34" ,6.575,6.624,6.682,3174646.35,4283127.50,26.99,45.58,3.46,0.107,0.019,287140.95,303889.00,6.566,6.574,6.673,6.731,287140.95,288149.06,0.61,3462247.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"35" ,6.723,6.756,6.799,1477111.59,1692673.07,10.67,21.21,1.37,0.076,0.017,305617.00,281874.81,6.673,6.731,6.822,6.831,282222.95,281874.81,0.73,1759182.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"36" ,6.882,6.897,6.953,264318.97,403416.33,2.54,3.79,0.33,0.072,0.025,282841.63,281256.02,6.872,6.880,6.955,6.980,282841.63,281256.02,2.22,546820.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"37" ,6.982,7.029,7.054,1307076.56,1694879.34,10.68,18.76,1.37,0.072,0.019,280606.43,309427.00,6.955,6.980,7.046,7.063,280606.43,279016.13,0.64,1586643.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"38" ,7.054,7.079,7.137,1805300.80,3032912.40,19.11,25.92,2.45,0.083,0.020,309427.00,316628.00,7.046,7.063,7.129,7.137,279016.13,277182.15,3.25,2083767.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"39" ,7.137,7.170,7.227,1408031.22,2549594.33,16.07,20.21,2.06,0.090,0.029,316628.00,275196.25,7.129,7.137,7.261,7.294,277182.15,275196.25,0.78,1684480.00,,,  ,71.1,,,,,,,,S,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"40" ,7.301,7.319,7.410,357590.18,939196.57,5.92,5.13,0.76,0.109,0.029,271765.11,268119.68,7.261,7.294,7.402,7.419,271765.11,268119.68,5.43,628743.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"41" ,7.411,7.452,7.518,559769.34,1243147.68,7.83,8.04,1.00,0.107,0.020,268094.86,265528.00,7.402,7.419,7.518,7.526,268094.86,264507.58,1.78,826492.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"42" ,7.526,7.551,7.584,210519.24,271253.41,1.71,3.02,0.22,0.058,0.020,266468.00,272403.00,7.518,7.526,7.568,7.584,264230.62,262291.94,0.72,473919.00,,,  ,91.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"43" ,7.584,7.617,7.670,805384.32,1191304.29,7.51,11.56,0.96,0.086,0.021,272403.00,259425.34,7.568,7.584,7.675,7.709,262291.94,259425.34,0.93,1066569.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"44" ,7.750,7.783,7.848,322087.42,804965.94,5.07,4.62,0.65,0.098,0.032,268542.00,258114.22,7.675,7.709,7.858,7.882,262389.50,258114.22,2.54,583035.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"45" ,8.034,8.048,8.073,237220.36,274096.58,1.73,3.41,0.22,0.039,0.020,250028.07,266525.00,8.023,8.032,8.073,8.081,250028.07,248326.66,1.90,486629.00,,,  ,73.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"46" ,8.073,8.106,8.156,669663.98,1094700.39,6.90,9.61,0.88,0.083,0.023,266525.00,252543.00,8.073,8.081,8.147,8.156,248326.66,244720.78,1.72,916548.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"47" ,8.256,8.288,8.387,2274388.06,3498510.54,22.05,32.65,2.82,0.131,0.023,240368.52,234655.46,8.239,8.255,8.388,8.404,240368.52,234655.46,1.11,2513339.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"48" ,8.406,8.446,8.477,421150.11,683521.09,4.31,6.05,0.55,0.070,0.024,233755.23,230721.54,8.388,8.404,8.470,8.487,233755.23,230721.54,0.58,653216.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"49" ,8.576,8.644,8.705,745517.12,1615925.85,10.18,10.70,1.30,0.129,0.027,226432.70,220877.49,8.562,8.578,8.711,8.752,226432.70,220877.49,0.48,969021.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"50" ,8.794,8.835,8.893,189527.60,520808.88,3.28,2.72,0.42,0.099,0.039,218925.80,243001.00,8.711,8.752,8.885,8.901,218925.80,215441.67,2.22,407004.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"51" ,8.926,8.959,9.050,5035869.83,8190208.60,51.61,72.30,6.61,0.124,0.024,272672.00,261322.00,8.885,8.901,9.042,9.058,214278.63,209918.40,0.96,5248986.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"52" ,9.050,9.083,9.133,1079008.63,1947766.68,12.27,15.49,1.57,0.083,0.026,261322.00,280766.00,9.042,9.058,9.125,9.133,209918.40,207011.39,1.41,1287764.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"53" ,9.133,9.183,9.216,522890.17,1309772.74,8.25,7.51,1.06,0.083,0.038,280766.00,277817.00,9.125,9.133,9.208,9.224,207011.39,204104.38,0.71,728157.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"54" ,9.216,9.249,9.323,431198.66,858271.78,5.41,6.19,0.69,0.108,0.029,277817.00,200328.40,9.208,9.224,9.290,9.357,204104.38,200328.40,0.67,634140.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"55" ,9.380,9.398,9.423,257712.40,398640.48,2.51,3.70,0.32,0.043,0.025,296110.60,358294.00,9.290,9.357,9.423,9.431,296110.60,296110.60,2.16,553823.00,,,  ,69.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"56" ,9.629,9.655,9.686,522212.94,812448.81,5.12,7.50,0.66,0.057,0.026,307753.73,299021.00,9.605,9.622,9.754,9.787,307753.73,299021.00,1.03,825993.00,,,  ,71.1,,,,,,,,,,,
"D:\temp\HonghaoSu\October-2022\Co-batch2\050-Co7-2.D" ,"57" ,9.841,9.911,9.983,781946.63,1909865.13,12.04,11.23,1.54,0.142,0.032,258651.05,219782.78,9.820,9.837,9.978,10.036,258651.05,219782.78,0.71,1021259.00,,,  ,71.1,,,,,,,,,,,
